id,nombre_canonico,tipo,es_clave,categoria,metadata,fecha_creacion,ultima_mencion
1362,Lili,PER,0,,,2026-02-06 16:03:57,
1363,Manolo Salinas,PER,0,,,2026-02-06 16:03:57,
1364,##ana Salinas,PER,0,,,2026-02-06 16:03:57,
1365,Lisa,PER,0,,,2026-02-06 16:03:57,
1366,YG Entertainment,ORG,0,,,2026-02-06 16:03:57,
1367,Net,ORG,0,,,2026-02-06 16:03:57,
1368,##flix,ORG,0,,,2026-02-06 16:03:57,
1369,Stellantis Saltillo,ORG,0,,,2026-02-06 16:03:58,
1370,##ntis México,ORG,0,,,2026-02-06 16:03:58,
1371,Secretaría de Economía Federal,ORG,0,,,2026-02-06 16:03:58,
1372,##bonífera,LOC,0,,,2026-02-06 16:03:58,
1373,CENTR,LOC,0,,,2026-02-06 16:03:58,
1374,##án Alberto Cepeda,PER,0,,,2026-02-06 16:03:58,
1375,Rom,PER,0,,,2026-02-06 16:03:58,
1376,Nogalera,LOC,0,,,2026-02-06 16:03:58,
1377,Torreón Norte,LOC,0,,,2026-02-06 16:03:58,
1378,Senderos,LOC,0,,,2026-02-06 16:03:58,
1379,bul,LOC,0,,,2026-02-06 16:03:58,
1380,Hugo Dávila Prado,PER,0,,,2026-02-06 16:03:59,
1381,davila,PER,0,,,2026-02-06 16:03:59,
1382,Dávila Prado,PER,0,,,2026-02-06 16:03:59,
1383,hu,PER,0,,,2026-02-06 16:03:59,
1384,Hugo Dávila,PER,0,,,2026-02-06 16:03:59,
1385,Económico,ORG,0,,,2026-02-06 16:03:59,
1386,Antonio Méndez Vigatá,PER,0,,,2026-02-06 16:03:59,
1387,Escuela Secundaria Profesor de la Cruz Borrego,ORG,0,,,2026-02-06 16:03:59,
1388,IMCE,ORG,0,,,2026-02-06 16:03:59,
1389,Escuela Secundaria Lázaro Cárdenas del Río,ORG,0,,,2026-02-06 16:03:59,
1390,Escuela Carlos Pereyra,ORG,0,,,2026-02-06 16:03:59,
1391,Instituto Municipal de Cultura y Educación,ORG,0,,,2026-02-06 16:03:59,
1392,Ayuntamiento de Torreón,ORG,0,,,2026-02-06 16:03:59,
1393,Escuela Politécnica,ORG,0,,,2026-02-06 16:03:59,
1394,Preparatoria Venustiano Carranza,ORG,0,,,2026-02-06 16:03:59,
1395,El Siglo de Torreón,LOC,0,,,2026-02-06 16:03:59,
1396,Bosque Venustiano Carranza,LOC,0,,,2026-02-06 16:03:59,
1397,Sarah Willis,PER,0,,,2026-02-06 16:03:59,
1398,Willis,PER,0,,,2026-02-06 16:03:59,
1399,##tanes de Monterrey Femenil,ORG,0,,,2026-02-06 16:03:59,
1400,Sul,ORG,0,,,2026-02-06 16:03:59,
1401,Unión Laguna,ORG,0,,,2026-02-06 16:03:59,
1402,##doneras,ORG,0,,,2026-02-06 16:03:59,
1403,Algo,ORG,0,,,2026-02-06 16:03:59,
1404,Algodoneras,ORG,0,,,2026-02-06 16:03:59,
1405,Sultan,ORG,0,,,2026-02-06 16:03:59,
1406,Li,PER,0,,,2026-02-06 16:04:00,
1407,El Chabelo,PER,0,,,2026-02-06 16:04:00,
1408,El Diego Maldonado Grijalva,PER,0,,,2026-02-06 16:04:00,
1409,##gny Simey Pérez,PER,0,,,2026-02-06 16:04:00,
1410,Fide Castro Morales,PER,0,,,2026-02-06 16:04:00,
1411,Dirección General de Servicios Periciales,ORG,0,,,2026-02-06 16:04:00,
1412,Guardia Estatal,ORG,0,,,2026-02-06 16:04:00,
1413,##efo,ORG,0,,,2026-02-06 16:04:00,
1414,Protección Civil Municipal,ORG,0,,,2026-02-06 16:04:00,
1415,Sem,ORG,0,,,2026-02-06 16:04:00,
1416,Servicio Médico Forense,ORG,0,,,2026-02-06 16:04:00,
1417,Fiscalía de Distrito Fronterizo Costa,ORG,0,,,2026-02-06 16:04:00,
1418,Esquipulas,LOC,0,,,2026-02-06 16:04:00,
1419,Huixtla,LOC,0,,,2026-02-06 16:04:00,
1420,Costa Grande de Chiapas,LOC,0,,,2026-02-06 16:04:00,
1421,Hui,LOC,0,,,2026-02-06 16:04:00,
1422,barrio,LOC,0,,,2026-02-06 16:04:00,
1423,##xtla,LOC,0,,,2026-02-06 16:04:00,
1424,Har,PER,0,,,2026-02-06 16:04:00,
1425,##fuch,PER,0,,,2026-02-06 16:04:00,
1426,Defensa,ORG,0,,,2026-02-06 16:04:00,
1427,Marina,ORG,0,,,2026-02-06 16:04:00,
1428,Secretaría de Defensa,ORG,0,,,2026-02-06 16:04:00,
1429,Michoacán,LOC,0,,,2026-02-06 16:04:00,
1430,Universidad de Buenos Aires,ORG,0,,,2026-02-06 16:04:01,
1431,CONICET,ORG,0,,,2026-02-06 16:04:01,
1432,Atlántico Sur,LOC,0,,,2026-02-06 16:04:01,
1433,Mar Argentino,LOC,0,,,2026-02-06 16:04:01,
1434,Colorado,LOC,0,,,2026-02-06 16:04:01,
1435,##uters,ORG,0,,,2026-02-06 16:04:01,
1436,Nicole,PER,0,,,2026-02-06 16:04:02,
1437,Nicole Pardo,PER,0,,,2026-02-06 16:04:02,
1438,##olette,PER,0,,,2026-02-06 16:04:02,
1439,Nicole Pardo Molina,PER,0,,,2026-02-06 16:04:02,
1440,Nicholette,PER,0,,,2026-02-06 16:04:02,
1441,Nich,PER,0,,,2026-02-06 16:04:02,
1442,Isla Musala,LOC,0,,,2026-02-06 16:04:02,
1443,##iacán,LOC,0,,,2026-02-06 16:04:02,
1444,Cooper,PER,0,,,2026-02-06 16:04:02,
1445,Nacua,PER,0,,,2026-02-06 16:04:02,
1446,Carson,PER,0,,,2026-02-06 16:04:02,
1447,Miles Garrett,PER,0,,,2026-02-06 16:04:02,
1448,Salón de la Fama,PER,0,,,2026-02-06 16:04:02,
1449,Michael Strahan,PER,0,,,2026-02-06 16:04:02,
1450,Vrabel,PER,0,,,2026-02-06 16:04:02,
1451,May,PER,0,,,2026-02-06 16:04:02,
1452,##jigba,PER,0,,,2026-02-06 16:04:02,
1453,Garre,PER,0,,,2026-02-06 16:04:02,
1454,##jan Robinson,PER,0,,,2026-02-06 16:04:02,
1455,Christian McCaffrey,PER,0,,,2026-02-06 16:04:02,
1456,##les Garrett,PER,0,,,2026-02-06 16:04:02,
1457,Bi,PER,0,,,2026-02-06 16:04:02,
1458,My,PER,0,,,2026-02-06 16:04:02,
1459,Smith - Njigba,PER,0,,,2026-02-06 16:04:02,
1460,T.. Watt,PER,0,,,2026-02-06 16:04:02,
1461,##tairoa McMillan,PER,0,,,2026-02-06 16:04:02,
1462,Smith,ORG,0,,,2026-02-06 16:04:02,
1463,NFL,ORG,0,,,2026-02-06 16:04:02,
1464,Cleveland,ORG,0,,,2026-02-06 16:04:02,
1465,Njigba,ORG,0,,,2026-02-06 16:04:02,
1466,Seattle,ORG,0,,,2026-02-06 16:04:02,
1467,Museo Nacional de las Culturas del Mundo,ORG,0,,,2026-02-06 16:04:03,
1468,Embajada de la República Popular China,ORG,0,,,2026-02-06 16:04:03,
1469,##bChinaMex,ORG,0,,,2026-02-06 16:04:03,
1470,Em,ORG,0,,,2026-02-06 16:04:03,
1471,##ttps : t,ORG,0,,,2026-02-06 16:04:03,
1472,Centro Cultural de China,ORG,0,,,2026-02-06 16:04:03,
1473,##uChinaM,ORG,0,,,2026-02-06 16:04:03,
1474,Comunidad China,ORG,0,,,2026-02-06 16:04:03,
1475,calle Moneda 13,LOC,0,,,2026-02-06 16:04:03,
1476,Maribel Guardia,PER,0,,,2026-02-06 16:04:03,
1477,Imelda,PER,0,,,2026-02-06 16:04:03,
1478,##eroa,PER,0,,,2026-02-06 16:04:03,
1479,Manuel Figueroa,PER,0,,,2026-02-06 16:04:03,
1480,Manuel,PER,0,,,2026-02-06 16:04:03,
1481,Figu,PER,0,,,2026-02-06 16:04:03,
1482,Figueroa,PER,0,,,2026-02-06 16:04:03,
1483,##elda Tuñón,PER,0,,,2026-02-06 16:04:03,
1484,Nicolás Larcamón,PER,0,,,2026-02-06 16:04:04,
1485,Camilo Cándido,PER,0,,,2026-02-06 16:04:04,
1486,DanielBSandoval,PER,0,,,2026-02-06 16:04:04,
1487,La Noria,ORG,0,,,2026-02-06 16:04:04,
1488,##GS,ORG,0,,,2026-02-06 16:04:04,
1489,Aeropuerto Internacional de la Ciudad de México,LOC,0,,,2026-02-06 16:04:04,
1490,Oberlin College,ORG,0,,,2026-02-06 16:04:04,
1491,Raúl,PER,0,,,2026-02-06 16:04:04,
1492,##a Rodríguez,PER,0,,,2026-02-06 16:04:04,
1493,Secretaría de Salud,ORG,0,,,2026-02-06 16:04:04,
1494,Guadalupe Inn,LOC,0,,,2026-02-06 16:04:04,
1495,Obregón,LOC,0,,,2026-02-06 16:04:04,
1496,Manuel M. Ponce 106,LOC,0,,,2026-02-06 16:04:04,
1497,##ssandra Rojo de la Vega,PER,0,,,2026-02-06 16:04:04,
1498,Rojo de la Vega,PER,0,,,2026-02-06 16:04:04,
1499,Ricardo Martínez Martha,PER,0,,,2026-02-06 16:04:04,
1500,Ale,PER,0,,,2026-02-06 16:04:04,
1501,##na Morena,PER,0,,,2026-02-06 16:04:04,
1502,Emilio Villar González,PER,0,,,2026-02-06 16:04:04,
1503,Emilio Villar,PER,0,,,2026-02-06 16:04:04,
1504,##auhtémoc,LOC,0,,,2026-02-06 16:04:04,
1505,Alberto Luis Migliano Maure,PER,0,,,2026-02-06 16:04:05,
1506,Eugenio,PER,0,,,2026-02-06 16:04:05,
1507,Antonio Migliano Aimonetty,PER,0,,,2026-02-06 16:04:05,
1508,Hermanos Migliano,ORG,0,,,2026-02-06 16:04:05,
1509,familia Migliano,ORG,0,,,2026-02-06 16:04:05,
1510,avenida María Pino Suárez,LOC,0,,,2026-02-06 16:04:05,
1511,calle República de Uruguay,LOC,0,,,2026-02-06 16:04:05,
1512,Pro,ORG,0,,,2026-02-06 16:04:05,
1513,##mtel,ORG,0,,,2026-02-06 16:04:05,
1514,Organismo Promotor de Inversiones en Telecomunicaciones,ORG,0,,,2026-02-06 16:04:05,
1515,Steve,PER,0,,,2026-02-06 16:04:05,
1516,Trabajadores de Altos Hornos de México,ORG,0,,,2026-02-06 16:04:05,
1517,##decob,ORG,0,,,2026-02-06 16:04:06,
1518,El Polo de Desarrollo Económico para el Bienestar,ORG,0,,,2026-02-06 16:04:06,
1519,Asociación de la Industria de Semiconductores,ORG,0,,,2026-02-06 16:04:06,
1520,Víctor Rodríguez Padilla,PER,0,,,2026-02-06 16:04:06,
1521,Ryan Lance,PER,0,,,2026-02-06 16:04:06,
1522,ConocoPhillips,ORG,0,,,2026-02-06 16:04:06,
1523,La Reserva Federal,ORG,0,,,2026-02-06 16:04:07,
1524,Latinoamérica,LOC,0,,,2026-02-06 16:04:07,
1525,Toyoda,PER,0,,,2026-02-06 16:04:07,
1526,Sato,PER,0,,,2026-02-06 16:04:07,
1527,##ota,ORG,0,,,2026-02-06 16:04:07,
1528,Toy,ORG,0,,,2026-02-06 16:04:07,
1529,Araqchi,PER,0,,,2026-02-06 16:04:08,
1530,Omán,ORG,0,,,2026-02-06 16:04:08,
1531,Sta,ORG,0,,,2026-02-06 16:04:08,
1532,Mascate,LOC,0,,,2026-02-06 16:04:08,
1533,Roland Berger,PER,0,,,2026-02-06 16:04:08,
1534,Felipe González,PER,0,,,2026-02-07 20:50:40,
1535,Plaza Provitec,LOC,0,,,2026-02-07 20:50:40,
1536,Distrito,LOC,0,,,2026-02-07 20:50:40,
1537,Pablo Rafael Covarrubias Gámez,PER,0,,,2026-02-07 20:50:41,
1538,##EDRAS,ORG,0,,,2026-02-07 20:50:41,
1539,Cámara Nacional de la Industria de la Transformación,ORG,0,,,2026-02-07 20:50:41,
1540,##acintra,ORG,0,,,2026-02-07 20:50:41,
1541,Canacintra,ORG,0,,,2026-02-07 20:50:41,
1542,PI,LOC,0,,,2026-02-07 20:50:41,
1543,NE,LOC,0,,,2026-02-07 20:50:41,
1544,Teherán,ORG,0,,,2026-02-07 20:50:41,
1545,Estado Islámico,ORG,0,,,2026-02-07 20:50:41,
1546,Marriott,LOC,0,,,2026-02-07 20:50:41,
1547,Washington,ORG,0,,,2026-02-07 20:50:41,
1548,RT,ORG,0,,,2026-02-07 20:50:42,
1549,San Antonio Abad,LOC,0,,,2026-02-07 20:50:42,
1550,Chabacano,LOC,0,,,2026-02-07 20:50:42,
1551,Pino Suárez,LOC,0,,,2026-02-07 20:50:42,
1552,Viaducto,LOC,0,,,2026-02-07 20:50:42,
1553,Arturo Alcalde,PER,0,,,2026-02-07 20:50:42,
1554,Tribunal Laboral,ORG,0,,,2026-02-07 20:50:43,
1555,The Wagon Wheel,ORG,0,,,2026-02-07 20:50:43,
1556,Secretaría del Trabajo,ORG,0,,,2026-02-07 20:50:43,
1557,EE. UU.,LOC,0,,,2026-02-07 20:50:43,
1558,Beatriz Leycegui,PER,0,,,2026-02-07 20:50:43,
1559,SAI Derecho,ORG,0,,,2026-02-07 20:50:43,
1560,Unidad de Prevención Social de la Violencia,ORG,0,,,2026-02-07 20:50:44,
1561,##reon,ORG,0,,,2026-02-07 20:50:44,
1562,Instituto Municipal de la Mujer,ORG,0,,,2026-02-07 20:50:44,
1563,IMM,ORG,0,,,2026-02-07 20:50:44,
1564,Servicios Públicos,ORG,0,,,2026-02-07 20:50:44,
1565,amistad,LOC,0,,,2026-02-07 20:50:44,
1566,Paseo de la Amistad,LOC,0,,,2026-02-07 20:50:44,
1567,La Amistad,LOC,0,,,2026-02-07 20:50:44,
1568,Autoridades,ORG,0,,,2026-02-07 20:50:44,
1569,Colonia Industrial,LOC,0,,,2026-02-07 20:50:44,
1570,Arnold,PER,0,,,2026-02-07 20:50:45,
1571,Brad Arnold,PER,0,,,2026-02-07 20:50:45,
1572,Brad,PER,0,,,2026-02-07 20:50:45,
1573,3 Doors,ORG,0,,,2026-02-07 20:50:45,
1574,Mississippi,LOC,0,,,2026-02-07 20:50:45,
1575,Alfonso Durazo Montaño,PER,0,,,2026-02-07 20:50:46,
1576,Emp,LOC,0,,,2026-02-07 20:50:46,
1577,Huatabampito,LOC,0,,,2026-02-07 20:50:46,
1578,Guaymas,LOC,0,,,2026-02-07 20:50:46,
1579,Playa El Cochórit,LOC,0,,,2026-02-07 20:50:46,
1580,##alme,LOC,0,,,2026-02-07 20:50:46,
1581,##atabampito,LOC,0,,,2026-02-07 20:50:46,
1582,##anuel Palomino,PER,0,,,2026-02-07 20:50:46,
1583,Valerio,PER,0,,,2026-02-07 20:50:46,
1584,Ariel R.,PER,0,,,2026-02-07 20:50:46,
1585,El Gary,PER,0,,,2026-02-07 20:50:46,
1586,El Buda,PER,0,,,2026-02-07 20:50:46,
1587,Nato. o,PER,0,,,2026-02-07 20:50:46,
1588,Carlos V. G.,PER,0,,,2026-02-07 20:50:46,
1589,Patrona,PER,0,,,2026-02-07 20:50:46,
1590,La Patrona,PER,0,,,2026-02-07 20:50:46,
1591,Gabriela Alejandra N,PER,0,,,2026-02-07 20:50:46,
1592,Luis. T.,PER,0,,,2026-02-07 20:50:46,
1593,Policía Estatal de Investigaciones,ORG,0,,,2026-02-07 20:50:46,
1594,Control,ORG,0,,,2026-02-07 20:50:46,
1595,PEI,ORG,0,,,2026-02-07 20:50:46,
1596,Dzilam de González,LOC,0,,,2026-02-07 20:50:46,
1597,##zilam de González,LOC,0,,,2026-02-07 20:50:46,
1598,Yucatán,LOC,0,,,2026-02-07 20:50:46,
1599,Hospital Dr. Agustín O Horán,LOC,0,,,2026-02-07 20:50:46,
1600,##tumal,LOC,0,,,2026-02-07 20:50:46,
1601,Inti Muñoz,PER,0,,,2026-02-07 20:50:47,
1602,Giovani Gutiérrez,PER,0,,,2026-02-07 20:50:47,
1603,##riam Urzúa,PER,0,,,2026-02-07 20:50:47,
1604,##lino Pérez Miranda,PER,0,,,2026-02-07 20:50:47,
1605,Giovani Gutiérrez Aguilar,PER,0,,,2026-02-07 20:50:47,
1606,Fernando Cravioto Padilla,PER,0,,,2026-02-07 20:50:47,
1607,Laura Ivette Pérez Muñoz,PER,0,,,2026-02-07 20:50:47,
1608,Myriam Urzúa,PER,0,,,2026-02-07 20:50:47,
1609,Protección Civil,ORG,0,,,2026-02-07 20:50:47,
1610,Alcaldía,ORG,0,,,2026-02-07 20:50:47,
1611,Fomento Económico,ORG,0,,,2026-02-07 20:50:47,
1612,Secretaría de Vivienda,ORG,0,,,2026-02-07 20:50:47,
1613,Desarrollo Social,ORG,0,,,2026-02-07 20:50:47,
1614,Coyoacán,LOC,0,,,2026-02-07 20:50:47,
1615,##s de Los Naranjos,LOC,0,,,2026-02-07 20:50:47,
1616,salón de Cabildos,LOC,0,,,2026-02-07 20:50:47,
1617,Víctor Guzmán,PER,0,,,2026-02-07 20:50:47,
1618,Uros Durdevic,PER,0,,,2026-02-07 20:50:47,
1619,Carlos Salcedo,PER,0,,,2026-02-07 20:50:47,
1620,FCM,ORG,0,,,2026-02-07 20:50:47,
1621,##zaL,ORG,0,,,2026-02-07 20:50:47,
1622,América Rayados de Monterrey,ORG,0,,,2026-02-07 20:50:47,
1623,Rayados,ORG,0,,,2026-02-07 20:50:47,
1624,##ia Brito,PER,0,,,2026-02-07 20:50:48,
1625,Liv,PER,0,,,2026-02-07 20:50:48,
1626,##F,PER,0,,,2026-02-07 20:50:48,
1627,##gram,ORG,0,,,2026-02-07 20:50:48,
1628,Insta,ORG,0,,,2026-02-07 20:50:48,
1629,Mich.,LOC,0,,,2026-02-07 20:50:48,
1630,##lia,LOC,0,,,2026-02-07 20:50:48,
1631,Strandsbjerg,PER,0,,,2026-02-07 20:50:48,
1632,Islandia,ORG,0,,,2026-02-07 20:50:48,
1633,Comisión Europea,ORG,0,,,2026-02-07 20:50:48,
1634,Copenhague,LOC,0,,,2026-02-07 20:50:48,
1635,Gaza,LOC,0,,,2026-02-07 20:50:49,
1636,Sudáfrica,ORG,0,,,2026-02-07 20:50:49,
1637,Ciudad del Cabo.,LOC,0,,,2026-02-07 20:50:49,
1638,Leonardo Lomelí Vanegas,PER,0,,,2026-02-07 20:50:49,
1639,Universidad Nacional Autónoma de México,ORG,0,,,2026-02-07 20:50:49,
1640,Universidad de México,ORG,0,,,2026-02-07 20:50:49,
1641,Senado de la República,ORG,0,,,2026-02-07 20:50:49,
1642,Poder Ejecutivo,ORG,0,,,2026-02-07 20:50:49,
1643,##abad,LOC,0,,,2026-02-07 20:50:50,
1644,Islam,LOC,0,,,2026-02-07 20:50:50,
1645,Abbas Aragchi,PER,0,,,2026-02-07 20:50:50,
1646,Tren de Aragua,ORG,0,,,2026-02-07 20:50:50,
1647,Secretaría de Seguridad y Protección Ciudadana,ORG,0,,,2026-02-07 20:50:50,
1648,Aldama,LOC,0,,,2026-02-07 20:50:50,
1649,Sullivan,LOC,0,,,2026-02-07 20:50:50,
1650,Universidad de La Habana,ORG,0,,,2026-02-07 20:50:50,
1651,Saxe - Fernández,PER,0,,,2026-02-07 20:50:51,
1652,##xe - Fernández,PER,0,,,2026-02-07 20:50:51,
1653,Carlos Ayala,PER,0,,,2026-02-07 20:50:51,
1654,Unión Nacional de Cañeros de la Confederación Nacional de Propietarios Rurales,ORG,0,,,2026-02-07 20:50:51,
1655,"Cámara Nacional de Comercio, Servicios",ORG,0,,,2026-02-07 20:50:51,
1656,Turismo,ORG,0,,,2026-02-07 20:50:51,
1657,Polonia,ORG,0,,,2026-02-07 20:50:51,
1658,Sofía Berlanga,PER,0,,,2026-02-07 20:50:51,
1659,Morena Corazón,ORG,0,,,2026-02-07 20:50:51,
1660,##py,PER,0,,,2026-02-08 16:01:08,
1661,Intec,ORG,0,,,2026-02-08 16:01:08,
1662,Instituto Salesiano Tecnológico,ORG,0,,,2026-02-08 16:01:08,
1663,Don Bosco,LOC,0,,,2026-02-08 16:01:08,
1664,Secretaría Anticorrupción,ORG,0,,,2026-02-08 16:01:09,
1665,"Lax Constructora, S. A",ORG,0,,,2026-02-08 16:01:09,
1666,AI,ORG,0,,,2026-02-08 16:01:09,
1667,AIFA,ORG,0,,,2026-02-08 16:01:09,
1668,Buen Gobierno,ORG,0,,,2026-02-08 16:01:09,
1669,. V,ORG,0,,,2026-02-08 16:01:09,
1670,The Times,ORG,0,,,2026-02-08 16:01:09,
1671,El Post,ORG,0,,,2026-02-08 16:01:09,
1672,Will,PER,0,,,2026-02-08 16:01:09,
1673,Gobernador Armenta,PER,0,,,2026-02-08 16:01:09,
1674,Val,LOC,0,,,2026-02-08 16:01:09,
1675,##sequillo,LOC,0,,,2026-02-08 16:01:09,
1676,Netanyahu,PER,0,,,2026-02-08 16:01:10,
1677,Instituto Mexicano de la Propiedad Industrial,ORG,0,,,2026-02-08 16:01:11,
1678,Nav,LOC,0,,,2026-02-08 16:01:11,
1679,Unidad Democrática,ORG,0,,,2026-02-08 16:01:12,
1680,Consejo General del Instituto Electoral de Coahuila,ORG,0,,,2026-02-08 16:01:12,
1681,IEC,ORG,0,,,2026-02-08 16:01:12,
1682,Alianza Ciudadana por la Seguridad,ORG,0,,,2026-02-08 16:01:12,
1683,Santiago Taboada,PER,0,,,2026-02-08 16:01:13,
1684,Taboada,PER,0,,,2026-02-08 16:01:13,
1685,Partido Acción Nacional,ORG,0,,,2026-02-08 16:01:13,
1686,Acción Política,ORG,0,,,2026-02-08 16:01:13,
1687,Baja California Sur,LOC,0,,,2026-02-08 16:01:13,
1688,Rosenfeldt,PER,0,,,2026-02-08 16:01:13,
1689,Ian Rosenfeldt,PER,0,,,2026-02-08 16:01:13,
1690,The Associated Press,ORG,0,,,2026-02-08 16:01:13,
1691,Alicia María Peters,PER,0,,,2026-02-08 16:01:14,
1692,Ya,PER,0,,,2026-02-08 16:01:14,
1693,##na López,PER,0,,,2026-02-08 16:01:14,
1694,Yarianna López Bosa,PER,0,,,2026-02-08 16:01:14,
1695,García,PER,0,,,2026-02-08 16:01:14,
1696,##rian,PER,0,,,2026-02-08 16:01:14,
1697,CIG,ORG,0,,,2026-02-08 16:01:14,
1698,##tanes Femenil,ORG,0,,,2026-02-08 16:01:14,
1699,Seguro,PER,0,,,2026-02-08 16:01:15,
1700,Marcelo Rebelo de Sousa,PER,0,,,2026-02-08 16:01:15,
1701,Ventura,PER,0,,,2026-02-08 16:01:15,
1702,Ant,PER,0,,,2026-02-08 16:01:15,
1703,André Ventura,PER,0,,,2026-02-08 16:01:15,
1704,António Seguro,PER,0,,,2026-02-08 16:01:15,
1705,##ónio Seguro,PER,0,,,2026-02-08 16:01:15,
1706,Ministerio de Administración Interna,ORG,0,,,2026-02-08 16:01:15,
1707,EF,ORG,0,,,2026-02-08 16:01:15,
1708,Arruda dos Vinhos,LOC,0,,,2026-02-08 16:01:15,
1709,##cácer do Sal,LOC,0,,,2026-02-08 16:01:15,
1710,##ter,LOC,0,,,2026-02-08 16:01:15,
1711,Salva,LOC,0,,,2026-02-08 16:01:15,
1712,Azores,LOC,0,,,2026-02-08 16:01:15,
1713,Lisboa,LOC,0,,,2026-02-08 16:01:15,
1714,Escuela Básica de Parques das,LOC,0,,,2026-02-08 16:01:15,
1715,Santarém,LOC,0,,,2026-02-08 16:01:15,
1716,Rio Maior,LOC,0,,,2026-02-08 16:01:15,
1717,Madeira,LOC,0,,,2026-02-08 16:01:15,
1718,##ra de Magos,LOC,0,,,2026-02-08 16:01:15,
1719,##iria,LOC,0,,,2026-02-08 16:01:15,
1720,Cartaxo,LOC,0,,,2026-02-08 16:01:15,
1721,Gabriela Berlingeri,PER,0,,,2026-02-08 16:01:16,
1722,##a Berlingeri,PER,0,,,2026-02-08 16:01:16,
1723,Benito Martínez Ocasio,PER,0,,,2026-02-08 16:01:16,
1724,Gabriela,PER,0,,,2026-02-08 16:01:16,
1725,estudioTodo,ORG,0,,,2026-02-08 16:01:16,
1726,Cristina Pérez,PER,0,,,2026-02-08 16:01:17,
1727,Nacho Pérez,PER,0,,,2026-02-08 16:01:17,
1728,Louis Vuitton,PER,0,,,2026-02-08 16:01:17,
1729,Cristina,PER,0,,,2026-02-08 16:01:17,
1730,Cristina Pérez Galcenco,PER,0,,,2026-02-08 16:01:17,
1731,Tatiana Galcenco,PER,0,,,2026-02-08 16:01:17,
1732,Ver,ORG,0,,,2026-02-08 16:01:17,
1733,Sporting de Gijón,ORG,0,,,2026-02-08 16:01:17,
1734,##sace,ORG,0,,,2026-02-08 16:01:17,
1735,Guardia Civil,ORG,0,,,2026-02-08 16:01:17,
1736,Caleta de Vélez,LOC,0,,,2026-02-08 16:01:17,
1737,Asturias,LOC,0,,,2026-02-08 16:01:17,
1738,Milán,LOC,0,,,2026-02-08 16:01:17,
1739,Puente Nora,LOC,0,,,2026-02-08 16:01:17,
1740,Iglesia Parroquial San Félix de Lugones,LOC,0,,,2026-02-08 16:01:17,
1741,iglesia de San Félix,LOC,0,,,2026-02-08 16:01:17,
1742,París,LOC,0,,,2026-02-08 16:01:17,
1743,Lugones,LOC,0,,,2026-02-08 16:01:17,
1744,Málaga,LOC,0,,,2026-02-08 16:01:17,
1745,##iana,PER,0,,,2026-02-08 16:01:18,
1746,Flor,PER,0,,,2026-02-08 16:01:18,
1747,Las,LOC,0,,,2026-02-08 16:01:18,
1748,DO,PER,0,,,2026-02-08 16:01:19,
1749,##MIN,PER,0,,,2026-02-08 16:01:19,
1750,Escobar,PER,0,,,2026-02-08 16:01:19,
1751,Leonardo Escobar,PER,0,,,2026-02-08 16:01:19,
1752,Oficina de Representación,ORG,0,,,2026-02-08 16:01:19,
1753,Universidad Iberoamericana Puebla,ORG,0,,,2026-02-08 16:01:19,
1754,Comité de los Derechos del Niño,ORG,0,,,2026-02-08 16:01:19,
1755,Instituto Nacional de Migración,ORG,0,,,2026-02-08 16:01:19,
1756,Naciones Unidas,ORG,0,,,2026-02-08 16:01:19,
1757,Aeropuerto Internacional General Mariano Escobedo,LOC,0,,,2026-02-08 16:01:19,
1758,Aeropuerto Internacional de Monterrey,LOC,0,,,2026-02-08 16:01:19,
1759,Simone Fattal,PER,0,,,2026-02-08 16:01:20,
1760,Carolina de Mónaco,PER,0,,,2026-02-08 16:01:20,
1761,Sistema de Información Cultural del Gobierno de México,ORG,0,,,2026-02-08 16:01:20,
1762,Air,ORG,0,,,2026-02-08 16:01:20,
1763,##bnb,ORG,0,,,2026-02-08 16:01:20,
1764,Museo manos deEugenio López,LOC,0,,,2026-02-08 16:01:20,
1765,Pol,LOC,0,,,2026-02-08 16:01:20,
1766,Roma Sur,LOC,0,,,2026-02-08 16:01:20,
1767,##nover,LOC,0,,,2026-02-08 16:01:20,
1768,##anco,LOC,0,,,2026-02-08 16:01:20,
1769,Han,LOC,0,,,2026-02-08 16:01:20,
1770,Hotel Condesa DF,LOC,0,,,2026-02-08 16:01:20,
1771,Conde,LOC,0,,,2026-02-08 16:01:20,
1772,Todd Lyons,PER,0,,,2026-02-08 16:01:21,
1773,The Global Statistics,ORG,0,,,2026-02-08 16:01:21,
1774,##M,LOC,0,,,2026-02-08 16:01:21,
1775,Florida,LOC,0,,,2026-02-08 16:01:21,
1776,##neapolis Saint Paul,LOC,0,,,2026-02-08 16:01:21,
1777,Nicaragua,LOC,0,,,2026-02-08 16:01:21,
1778,California,LOC,0,,,2026-02-08 16:01:21,
1779,Pentágono,ORG,0,,,2026-02-08 16:01:21,
1780,City,LOC,0,,,2026-02-08 16:01:21,
1781,Villa Unión,LOC,0,,,2026-02-08 16:01:21,
1782,Tierra,LOC,0,,,2026-02-08 16:01:21,
1783,##los,LOC,0,,,2026-02-08 16:01:22,
1784,Emma Doris Ricardo Santana,PER,0,,,2026-02-08 16:01:22,
1785,##herán,LOC,0,,,2026-02-08 16:01:22,
1786,Centro de Derechos Humanos de la Montaña Tlachinollan,ORG,0,,,2026-02-08 16:01:22,
